distance,hour,day,base_price,is_peak_hour,is_weekend,surge_level,cab_type,provider,trip_type,final_price
12.93,11,4,5.0,0,0,1,Economy,cab1,long,16.68
22.2,23,0,5.0,0,0,1,Economy,cab1,long,26.79
28.14,22,1,5.0,0,0,1,Economy,cab2,long,30.52
11.1,4,5,5.0,0,1,1,Minivan,cab2,long,25.04
27.01,4,4,5.0,0,0,1,Quickest,cab1,long,40.32
7.98,6,0,5.0,0,0,1,Economy,cab2,medium,13.04
28.08,14,3,5.0,0,0,1,WaitAndSave,cab1,long,25.72
18.53,7,1,5.0,1,0,3,BlackSUV,cab1,long,70.04
20.64,21,5,5.0,0,1,1,Economy,cab2,long,23.87
25.89,5,4,5.0,0,0,1,BlackSUV,cab1,long,58.1
8.28,23,4,5.0,0,0,1,Economy,cab1,medium,12.34
5.28,18,0,5.0,1,0,3,Minivan,cab2,medium,19.88
11.32,17,2,5.0,1,0,3,BlackSUV,cab1,long,42.7
7.4,12,1,5.0,0,0,1,Economy,cab2,medium,11.8
11.17,9,4,5.0,1,0,2,Minivan,cab2,long,39.19
12.05,6,5,5.0,0,1,1,Minivan,cab2,long,26.14
10.64,9,5,5.0,1,1,3,Quickest,cab2,long,24.4
13.3,3,0,5.0,0,0,1,Minivan,cab1,long,28.27
20.13,23,2,5.0,0,0,1,Quickest,cab2,long,32.08
20.37,3,5,5.0,0,1,1,WaitAndSave,cab2,long,19.88
28.5,19,5,5.0,1,1,3,Economy,cab2,long,50.63
27.27,22,0,5.0,0,0,1,Quickest,cab2,long,41.13
7.01,17,2,5.0,1,0,3,Minivan,cab2,medium,32.32
29.24,5,2,5.0,0,0,1,WaitAndSave,cab2,long,26.57
7.74,6,6,5.0,0,1,1,Quickest,cab1,medium,16.54
21.34,11,6,5.0,0,1,1,Economy,cab1,long,24.77
29.41,8,2,5.0,1,0,3,Economy,cab2,long,52.06
10.26,14,3,5.0,0,0,1,WaitAndSave,cab2,long,12.27
28.44,11,1,5.0,0,0,1,WaitAndSave,cab2,long,25.18
11.91,23,4,5.0,0,0,1,WaitAndSave,cab2,long,13.23
6.65,8,1,5.0,1,0,2,Economy,cab2,medium,14.97
27.8,19,2,5.0,1,0,3,Economy,cab2,long,49.57
23.7,11,4,5.0,0,0,1,Quickest,cab2,long,34.71
3.83,7,0,5.0,1,0,2,Minivan,cab1,medium,24.0
8.34,12,0,5.0,0,0,1,BlackSUV,cab1,medium,25.06
7.81,5,3,5.0,0,0,1,WaitAndSave,cab1,medium,9.64
6.8,1,3,5.0,0,0,1,WaitAndSave,cab2,medium,9.22
3.58,21,0,5.0,0,0,1,Minivan,cab1,medium,13.81
28.23,11,1,5.0,0,0,1,Economy,cab2,long,30.59
3.23,17,2,5.0,1,0,2,WaitAndSave,cab2,medium,8.43
26.73,16,6,5.0,0,1,1,Quickest,cab2,long,38.27
3.82,6,5,5.0,0,1,1,Minivan,cab1,medium,13.78
24.0,23,6,5.0,0,1,1,Economy,cab2,long,27.8
4.4,13,3,5.0,0,0,1,Minivan,cab2,medium,14.91
0.6,8,0,5.0,1,0,3,Quickest,cab2,short,8.78
28.01,2,0,5.0,0,0,1,Quickest,cab2,long,41.64
1.57,4,3,5.0,0,0,1,BlackSUV,cab1,short,12.52
9.62,10,3,5.0,1,0,3,Quickest,cab1,medium,31.0
29.05,22,6,5.0,0,1,1,WaitAndSave,cab1,long,27.16
15.08,5,0,5.0,0,0,1,Minivan,cab1,long,31.06
10.86,4,4,5.0,0,0,1,BlackSUV,cab2,long,30.74
17.48,20,6,5.0,1,1,2,Economy,cab1,long,28.28
24.9,21,5,5.0,0,1,1,BlackSUV,cab2,long,55.42
19.38,14,1,5.0,0,0,1,Quickest,cab1,long,29.36
0.54,11,6,5.0,0,1,1,BlackSUV,cab1,short,11.36
7.15,7,3,5.0,1,0,2,Quickest,cab2,medium,22.51
16.76,14,0,5.0,0,0,1,Economy,cab1,long,20.39
23.05,5,6,5.0,0,1,1,Minivan,cab1,long,41.92
15.0,4,3,5.0,0,0,1,Economy,cab1,long,19.78
26.84,17,5,5.0,1,1,3,BlackSUV,cab1,long,104.16
27.73,8,4,5.0,1,0,3,Minivan,cab2,long,77.85
4.78,6,5,5.0,0,1,1,WaitAndSave,cab1,medium,7.35
19.22,19,2,5.0,1,0,2,Quickest,cab1,long,37.01
21.66,21,5,5.0,0,1,1,BlackSUV,cab1,long,49.34
2.19,5,6,5.0,0,1,1,WaitAndSave,cab2,short,5.92
11.46,1,3,5.0,0,0,1,WaitAndSave,cab1,long,13.22
2.47,20,0,5.0,1,0,3,Minivan,cab1,short,15.04
0.69,21,2,5.0,0,0,1,Economy,cab1,short,5.79
19.77,10,1,5.0,1,0,2,WaitAndSave,cab1,long,29.51
15.51,9,5,5.0,1,1,2,Minivan,cab1,long,46.1
9.76,8,6,5.0,1,1,2,Minivan,cab1,medium,30.95
11.36,13,5,5.0,0,1,1,Quickest,cab1,long,20.5
13.13,0,4,5.0,0,0,1,WaitAndSave,cab2,long,13.97
17.93,14,4,5.0,0,0,1,Minivan,cab1,long,36.51
24.2,4,0,5.0,0,0,1,Economy,cab2,long,27.34
2.6,20,3,5.0,1,0,2,Quickest,cab1,short,15.39
22.68,13,4,5.0,0,0,1,Quickest,cab1,long,35.26
1.57,16,3,5.0,0,0,1,Minivan,cab2,short,10.01
7.32,19,6,5.0,1,1,2,Minivan,cab2,medium,26.62
21.02,16,4,5.0,0,0,1,Minivan,cab2,long,41.05
7.5,20,1,5.0,1,0,3,Minivan,cab2,medium,30.85
3.9,2,5,5.0,0,1,1,WaitAndSave,cab1,medium,6.77
28.64,21,5,5.0,0,1,1,Quickest,cab1,long,41.31
4.18,1,1,5.0,0,0,1,Quickest,cab1,medium,11.64
14.85,12,2,5.0,0,0,1,Economy,cab2,long,19.55
14.66,22,0,5.0,0,0,1,Minivan,cab2,long,29.56
12.17,9,4,5.0,1,0,3,BlackSUV,cab2,long,45.62
27.74,2,3,5.0,0,0,1,BlackSUV,cab2,long,63.59
20.87,1,2,5.0,0,0,1,WaitAndSave,cab2,long,19.79
10.91,22,1,5.0,0,0,1,Minivan,cab1,long,24.5
17.17,19,1,5.0,1,0,3,Minivan,cab2,long,47.23
17.29,12,1,5.0,0,0,1,WaitAndSave,cab1,long,17.09
21.71,5,2,5.0,0,0,1,WaitAndSave,cab2,long,19.75
12.7,6,3,5.0,0,0,1,Quickest,cab2,long,22.27
27.53,19,6,5.0,1,1,3,WaitAndSave,cab2,long,35.9
19.9,7,2,5.0,1,0,3,WaitAndSave,cab2,long,31.57
9.57,8,6,5.0,1,1,2,WaitAndSave,cab1,medium,18.3
22.71,7,6,5.0,1,1,3,BlackSUV,cab1,long,88.86
26.37,8,0,5.0,1,0,3,Quickest,cab2,long,61.5
1.91,10,4,5.0,1,0,2,Quickest,cab1,short,13.83
3.44,5,0,5.0,0,0,1,BlackSUV,cab2,medium,17.29
4.31,22,1,5.0,0,0,1,BlackSUV,cab2,medium,17.81
10.14,16,2,5.0,0,0,1,Economy,cab2,long,14.43
10.43,18,1,5.0,1,0,3,Minivan,cab2,long,27.92
25.52,12,0,5.0,0,0,1,WaitAndSave,cab2,long,23.05
24.78,4,5,5.0,0,1,1,BlackSUV,cab1,long,54.84
22.15,14,2,5.0,0,0,1,Economy,cab1,long,25.99
6.11,18,2,5.0,1,0,3,BlackSUV,cab2,medium,36.09
27.72,19,1,5.0,1,0,3,Minivan,cab1,long,65.81
12.2,7,0,5.0,1,0,2,WaitAndSave,cab2,long,22.33
26.76,6,6,5.0,0,1,1,Quickest,cab2,long,39.6
25.81,6,2,5.0,0,0,1,Quickest,cab1,long,38.52
19.85,0,2,5.0,0,0,1,Minivan,cab1,long,38.84
15.38,22,5,5.0,0,1,1,BlackSUV,cab2,long,39.8
1.46,20,2,5.0,1,0,3,BlackSUV,cab1,short,20.63
5.01,20,0,5.0,1,0,3,BlackSUV,cab1,medium,33.66
6.06,1,2,5.0,0,0,1,Minivan,cab2,medium,16.71
16.33,11,0,5.0,0,0,1,Quickest,cab1,long,27.63
12.95,10,1,5.0,1,0,2,BlackSUV,cab2,long,48.43
6.43,16,1,5.0,0,0,1,Quickest,cab1,medium,13.96
4.47,12,4,5.0,0,0,1,Quickest,cab1,medium,11.61
1.15,6,2,5.0,0,0,1,Economy,cab1,short,6.2
23.61,11,6,5.0,0,1,1,Economy,cab2,long,27.36
18.49,11,6,5.0,0,1,1,Quickest,cab2,long,29.55
8.7,11,1,5.0,0,0,1,Economy,cab1,medium,13.83
22.17,17,6,5.0,1,1,2,Quickest,cab1,long,48.73
4.25,9,3,5.0,1,0,2,Quickest,cab1,medium,19.91
13.9,5,1,5.0,0,0,1,Economy,cab1,long,17.51
2.23,23,3,5.0,0,0,1,Economy,cab2,short,7.17
22.02,3,6,5.0,0,1,1,BlackSUV,cab2,long,53.25
24.83,13,0,5.0,0,0,1,Minivan,cab2,long,47.43
1.98,11,5,5.0,0,1,1,Quickest,cab2,short,9.14
23.76,15,5,5.0,0,1,1,Minivan,cab1,long,45.01
5.09,19,0,5.0,1,0,3,Economy,cab1,medium,14.24
21.52,16,5,5.0,0,1,1,BlackSUV,cab2,long,53.07
19.0,14,4,5.0,0,0,1,Minivan,cab1,long,35.38
4.33,2,0,5.0,0,0,1,Quickest,cab1,medium,12.06
7.45,11,5,5.0,0,1,1,BlackSUV,cab1,medium,24.04
20.25,2,3,5.0,0,0,1,BlackSUV,cab1,long,48.37
20.96,20,1,5.0,1,0,3,Minivan,cab2,long,55.32
5.76,10,5,5.0,1,1,3,WaitAndSave,cab2,medium,12.84
28.39,23,2,5.0,0,0,1,Quickest,cab2,long,40.85
1.13,9,1,5.0,1,0,2,Quickest,cab1,short,10.9
25.57,6,1,5.0,0,0,1,WaitAndSave,cab2,long,23.31
6.47,9,2,5.0,1,0,2,BlackSUV,cab1,medium,35.79
15.5,18,2,5.0,1,0,2,BlackSUV,cab2,long,55.63
23.1,21,2,5.0,0,0,1,WaitAndSave,cab2,long,21.41
23.75,14,3,5.0,0,0,1,WaitAndSave,cab1,long,22.72
13.1,21,1,5.0,0,0,1,Quickest,cab2,long,22.64
7.38,5,3,5.0,0,0,1,WaitAndSave,cab2,medium,9.79
27.41,18,1,5.0,1,0,2,Quickest,cab1,long,49.34
1.32,11,4,5.0,0,0,1,Quickest,cab1,short,7.83
3.95,10,6,5.0,1,1,3,BlackSUV,cab2,medium,26.83
22.84,22,4,5.0,0,0,1,WaitAndSave,cab2,long,20.86
19.55,5,6,5.0,0,1,1,Minivan,cab1,long,36.59
13.23,2,2,5.0,0,0,1,Quickest,cab1,long,22.52
3.36,6,5,5.0,0,1,1,Economy,cab2,medium,8.09
8.54,17,6,5.0,1,1,3,Economy,cab1,medium,21.13
25.59,3,6,5.0,0,1,1,Economy,cab1,long,29.26
21.48,17,1,5.0,1,0,3,WaitAndSave,cab1,long,29.85
3.57,18,0,5.0,1,0,3,WaitAndSave,cab1,medium,8.51
25.2,21,0,5.0,0,0,1,WaitAndSave,cab1,long,23.48
13.55,16,3,5.0,0,0,1,BlackSUV,cab2,long,34.7
19.32,9,6,5.0,1,1,2,WaitAndSave,cab2,long,25.44
9.24,5,0,5.0,0,0,1,Quickest,cab1,medium,17.74
5.78,6,1,5.0,0,0,1,Minivan,cab1,medium,17.28
5.31,8,4,5.0,1,0,2,Economy,cab2,medium,16.81
3.16,19,3,5.0,1,0,2,BlackSUV,cab1,medium,25.01
17.47,16,0,5.0,0,0,1,BlackSUV,cab2,long,44.09
22.19,0,0,5.0,0,0,1,Quickest,cab1,long,34.47
22.26,23,1,5.0,0,0,1,Minivan,cab1,long,40.1
22.57,17,2,5.0,1,0,2,WaitAndSave,cab1,long,27.85
24.38,8,1,5.0,1,0,3,Economy,cab2,long,46.69
27.78,19,1,5.0,1,0,3,WaitAndSave,cab1,long,35.49
5.34,14,6,5.0,0,1,1,Minivan,cab2,medium,15.59
25.39,6,6,5.0,0,1,1,Quickest,cab1,long,37.83
24.53,13,5,5.0,0,1,1,Quickest,cab1,long,37.22
5.72,14,0,5.0,0,0,1,Economy,cab2,medium,10.25
29.21,6,1,5.0,0,0,1,Economy,cab1,long,32.56
21.65,4,0,5.0,0,0,1,Quickest,cab1,long,33.14
26.98,14,5,5.0,0,1,1,Quickest,cab2,long,41.34
10.1,23,5,5.0,0,1,1,BlackSUV,cab2,long,29.25
11.88,20,0,5.0,1,0,2,Minivan,cab2,long,38.76
25.76,8,1,5.0,1,0,3,Economy,cab1,long,45.18
14.09,16,5,5.0,0,1,1,Minivan,cab1,long,30.71
16.46,9,2,5.0,1,0,3,Minivan,cab1,long,41.52
11.62,22,6,5.0,0,1,1,Quickest,cab2,long,20.32
17.46,3,1,5.0,0,0,1,Quickest,cab2,long,27.1
10.63,7,4,5.0,1,0,2,BlackSUV,cab1,long,41.98
17.59,19,0,5.0,1,0,2,WaitAndSave,cab1,long,26.92
2.36,14,4,5.0,0,0,1,Minivan,cab2,short,11.81
16.82,19,3,5.0,1,0,2,BlackSUV,cab1,long,65.46
12.47,2,4,5.0,0,0,1,BlackSUV,cab2,long,33.2
3.82,14,1,5.0,0,0,1,BlackSUV,cab2,medium,16.88
12.26,18,4,5.0,1,0,3,WaitAndSave,cab1,long,16.68
8.32,10,0,5.0,1,0,3,BlackSUV,cab1,medium,31.99
28.96,3,6,5.0,0,1,1,Economy,cab2,long,32.39
28.85,1,3,5.0,0,0,1,Minivan,cab1,long,53.03
25.28,5,2,5.0,0,0,1,Economy,cab1,long,28.08
23.22,0,4,5.0,0,0,1,BlackSUV,cab1,long,53.23
10.23,9,5,5.0,1,1,3,Quickest,cab1,long,27.83
16.82,13,6,5.0,0,1,1,WaitAndSave,cab1,long,16.82
27.5,1,0,5.0,0,0,1,Minivan,cab2,long,49.24
3.5,19,2,5.0,1,0,3,Minivan,cab2,medium,15.65
16.96,18,1,5.0,1,0,3,WaitAndSave,cab1,long,28.91
13.74,1,4,5.0,0,0,1,WaitAndSave,cab2,long,15.04
16.16,5,3,5.0,0,0,1,Economy,cab1,long,20.25
19.12,6,3,5.0,0,0,1,Economy,cab1,long,23.85
8.51,9,2,5.0,1,0,3,Economy,cab1,medium,16.97
8.59,10,3,5.0,1,0,3,Minivan,cab2,medium,35.95
11.65,4,0,5.0,0,0,1,WaitAndSave,cab1,long,13.01
26.23,4,2,5.0,0,0,1,BlackSUV,cab2,long,61.85
4.18,0,2,5.0,0,0,1,Quickest,cab1,medium,12.15
23.9,8,3,5.0,1,0,2,WaitAndSave,cab2,long,35.85
18.12,19,3,5.0,1,0,2,WaitAndSave,cab2,long,21.56
0.68,2,1,5.0,0,0,1,Quickest,cab2,short,7.28
5.4,19,0,5.0,1,0,2,Quickest,cab1,medium,17.1
27.91,15,1,5.0,0,0,1,Economy,cab1,long,31.1
5.13,8,4,5.0,1,0,3,Minivan,cab2,medium,25.38
5.54,18,5,5.0,1,1,2,WaitAndSave,cab2,medium,12.54
12.48,16,2,5.0,0,0,1,WaitAndSave,cab1,long,13.83
2.11,1,4,5.0,0,0,1,Minivan,cab1,short,10.73
8.12,14,2,5.0,0,0,1,WaitAndSave,cab1,medium,10.23
11.02,4,2,5.0,0,0,1,WaitAndSave,cab1,long,12.64
25.08,14,0,5.0,0,0,1,WaitAndSave,cab1,long,23.29
6.38,9,6,5.0,1,1,3,BlackSUV,cab2,medium,27.45
7.06,3,4,5.0,0,0,1,BlackSUV,cab1,medium,23.38
7.57,20,4,5.0,1,0,3,Economy,cab1,medium,20.82
24.46,17,0,5.0,1,0,2,Minivan,cab1,long,54.51
5.93,21,0,5.0,0,0,1,WaitAndSave,cab2,medium,8.18
10.14,21,1,5.0,0,0,1,WaitAndSave,cab2,long,12.08
3.5,18,6,5.0,1,1,2,Minivan,cab1,medium,18.75
3.08,15,3,5.0,0,0,1,Minivan,cab2,medium,13.22
17.87,2,2,5.0,0,0,1,BlackSUV,cab2,long,43.75
26.72,20,6,5.0,1,1,2,Quickest,cab2,long,66.51
20.84,3,0,5.0,0,0,1,BlackSUV,cab1,long,48.74
17.53,17,1,5.0,1,0,3,Minivan,cab1,long,53.43
20.08,9,2,5.0,1,0,2,Economy,cab2,long,31.81
18.77,21,4,5.0,0,0,1,BlackSUV,cab2,long,46.77
17.05,11,6,5.0,0,1,1,Minivan,cab1,long,33.22
22.75,4,4,5.0,0,0,1,BlackSUV,cab2,long,55.22
4.73,14,5,5.0,0,1,1,Economy,cab1,medium,9.41
24.69,9,4,5.0,1,0,3,BlackSUV,cab1,long,84.44
0.92,10,6,5.0,1,1,3,Economy,cab2,short,8.09
23.95,6,3,5.0,0,0,1,Economy,cab2,long,27.71
29.47,3,0,5.0,0,0,1,BlackSUV,cab2,long,63.76
16.08,10,6,5.0,1,1,2,Economy,cab1,long,29.09
25.11,2,2,5.0,0,0,1,BlackSUV,cab2,long,58.38
22.27,19,5,5.0,1,1,3,Economy,cab1,long,44.0
13.64,18,0,5.0,1,0,2,Quickest,cab1,long,28.85
7.02,11,0,5.0,0,0,1,BlackSUV,cab1,medium,23.05
22.76,14,5,5.0,0,1,1,BlackSUV,cab1,long,55.22
4.23,12,0,5.0,0,0,1,WaitAndSave,cab1,medium,6.94
23.72,2,0,5.0,0,0,1,BlackSUV,cab1,long,57.17
9.57,20,6,5.0,1,1,2,Quickest,cab2,medium,22.27
24.88,3,6,5.0,0,1,1,Economy,cab2,long,28.66
2.3,4,2,5.0,0,0,1,WaitAndSave,cab2,short,5.62
27.22,22,6,5.0,0,1,1,Minivan,cab1,long,48.38
4.63,14,0,5.0,0,0,1,Minivan,cab2,medium,14.63
17.27,6,2,5.0,0,0,1,BlackSUV,cab2,long,42.21
16.56,13,0,5.0,0,0,1,Economy,cab2,long,20.78
3.04,10,6,5.0,1,1,2,Minivan,cab1,medium,16.95
23.8,3,0,5.0,0,0,1,WaitAndSave,cab2,long,21.37
19.97,16,1,5.0,0,0,1,BlackSUV,cab1,long,48.12
16.57,13,6,5.0,0,1,1,Economy,cab1,long,20.24
9.2,16,0,5.0,0,0,1,WaitAndSave,cab1,medium,11.07
2.76,3,4,5.0,0,0,1,Economy,cab2,short,7.76
10.38,20,2,5.0,1,0,2,WaitAndSave,cab1,long,15.53
20.24,17,0,5.0,1,0,2,Economy,cab1,long,41.59
12.96,16,6,5.0,0,1,1,Minivan,cab1,long,28.44
3.92,18,1,5.0,1,0,3,WaitAndSave,cab2,medium,11.48
12.84,12,2,5.0,0,0,1,BlackSUV,cab1,long,34.32
17.31,5,4,5.0,0,0,1,BlackSUV,cab1,long,42.78
23.08,10,6,5.0,1,1,3,BlackSUV,cab2,long,67.81
4.51,15,0,5.0,0,0,1,WaitAndSave,cab2,medium,7.42
24.28,17,0,5.0,1,0,3,Economy,cab2,long,46.12
9.5,6,4,5.0,0,0,1,Economy,cab1,medium,13.76
6.56,15,3,5.0,0,0,1,Economy,cab2,medium,11.38
22.1,6,3,5.0,0,0,1,BlackSUV,cab1,long,52.96
3.28,22,0,5.0,0,0,1,Economy,cab2,medium,8.33
6.19,20,6,5.0,1,1,2,Economy,cab2,medium,12.84
23.73,1,2,5.0,0,0,1,WaitAndSave,cab2,long,21.97
18.53,23,5,5.0,0,1,1,Quickest,cab1,long,29.92
22.86,2,0,5.0,0,0,1,Economy,cab2,long,26.43
3.44,6,1,5.0,0,0,1,BlackSUV,cab2,medium,16.61
2.26,15,5,5.0,0,1,1,Quickest,cab1,short,8.92
22.64,17,3,5.0,1,0,2,Quickest,cab1,long,52.09
26.03,18,3,5.0,1,0,2,Minivan,cab2,long,58.35
5.97,0,2,5.0,0,0,1,WaitAndSave,cab1,medium,8.45
12.87,3,4,5.0,0,0,1,Quickest,cab1,long,21.45
11.79,13,0,5.0,0,0,1,Quickest,cab2,long,21.18
4.9,12,3,5.0,0,0,1,Minivan,cab1,medium,14.89
1.44,10,6,5.0,1,1,3,Quickest,cab1,short,11.28
6.3,17,4,5.0,1,0,2,Economy,cab2,medium,14.34
15.1,4,2,5.0,0,0,1,Economy,cab1,long,19.02
24.06,6,4,5.0,0,0,1,Economy,cab1,long,27.97
5.56,2,0,5.0,0,0,1,Economy,cab2,medium,10.23
22.43,15,0,5.0,0,0,1,BlackSUV,cab1,long,51.55
1.24,8,2,5.0,1,0,3,Quickest,cab1,short,12.71
3.77,5,4,5.0,0,0,1,Economy,cab2,medium,8.96
13.92,9,1,5.0,1,0,2,Minivan,cab1,long,50.32
25.78,4,1,5.0,0,0,1,WaitAndSave,cab2,long,22.65
4.75,5,1,5.0,0,0,1,Minivan,cab1,medium,14.74
28.65,21,5,5.0,0,1,1,Economy,cab1,long,32.49
26.56,12,4,5.0,0,0,1,Minivan,cab2,long,47.82
9.82,7,1,5.0,1,0,2,Minivan,cab2,medium,27.28
29.13,21,1,5.0,0,0,1,BlackSUV,cab1,long,66.14
3.8,1,1,5.0,0,0,1,WaitAndSave,cab2,medium,6.78
28.67,17,4,5.0,1,0,3,Economy,cab2,long,39.61
22.11,17,3,5.0,1,0,2,Minivan,cab2,long,63.65
4.24,14,3,5.0,0,0,1,BlackSUV,cab2,medium,18.79
9.7,8,0,5.0,1,0,3,BlackSUV,cab2,medium,37.3
17.37,15,2,5.0,0,0,1,Economy,cab1,long,21.14
9.37,1,3,5.0,0,0,1,Economy,cab2,medium,14.34
12.09,23,5,5.0,0,1,1,BlackSUV,cab1,long,33.12
8.72,8,4,5.0,1,0,2,WaitAndSave,cab1,medium,14.67
17.44,16,3,5.0,0,0,1,Economy,cab1,long,21.92
5.46,5,1,5.0,0,0,1,Quickest,cab1,medium,12.97
11.1,10,0,5.0,1,0,3,Quickest,cab1,long,31.94
7.84,9,5,5.0,1,1,3,BlackSUV,cab2,medium,33.06
15.73,18,6,5.0,1,1,3,Economy,cab1,long,34.41
17.6,2,3,5.0,0,0,1,Economy,cab1,long,21.54
4.6,15,1,5.0,0,0,1,Quickest,cab1,medium,12.08
22.33,19,0,5.0,1,0,2,BlackSUV,cab2,long,77.37
14.66,8,3,5.0,1,0,2,Economy,cab2,long,23.12
20.69,7,3,5.0,1,0,2,BlackSUV,cab2,long,62.01
15.94,2,2,5.0,0,0,1,Economy,cab1,long,20.65
10.23,4,6,5.0,0,1,1,WaitAndSave,cab2,long,12.19
6.08,8,6,5.0,1,1,3,Quickest,cab1,medium,16.39
12.68,0,3,5.0,0,0,1,Quickest,cab2,long,22.2
8.86,22,2,5.0,0,0,1,BlackSUV,cab2,medium,27.28
3.32,17,1,5.0,1,0,2,Quickest,cab1,medium,16.14
20.82,4,1,5.0,0,0,1,BlackSUV,cab1,long,48.6
29.06,4,3,5.0,0,0,1,BlackSUV,cab2,long,64.01
15.16,22,2,5.0,0,0,1,BlackSUV,cab1,long,37.97
12.64,5,1,5.0,0,0,1,WaitAndSave,cab1,long,13.85
3.07,19,0,5.0,1,0,3,Economy,cab2,medium,11.53
20.76,2,5,5.0,0,1,1,Economy,cab1,long,25.38
17.15,9,5,5.0,1,1,3,WaitAndSave,cab2,long,23.43
6.96,8,3,5.0,1,0,2,BlackSUV,cab1,medium,27.61
3.06,2,5,5.0,0,1,1,Quickest,cab2,medium,10.7
17.25,20,3,5.0,1,0,2,Quickest,cab1,long,34.76
0.84,23,3,5.0,0,0,1,BlackSUV,cab2,short,11.26
11.76,1,2,5.0,0,0,1,WaitAndSave,cab2,long,13.46
29.63,20,2,5.0,1,0,2,Minivan,cab2,long,86.83
11.3,23,5,5.0,0,1,1,Quickest,cab1,long,20.53
25.44,8,1,5.0,1,0,2,WaitAndSave,cab2,long,39.91
5.31,10,6,5.0,1,1,2,BlackSUV,cab1,medium,30.59
13.87,0,4,5.0,0,0,1,Quickest,cab2,long,23.06
27.99,12,1,5.0,0,0,1,Minivan,cab2,long,50.98
26.57,13,6,5.0,0,1,1,Economy,cab2,long,30.86
14.46,2,5,5.0,0,1,1,WaitAndSave,cab2,long,14.37
0.94,13,0,5.0,0,0,1,Quickest,cab2,short,7.74
29.81,4,1,5.0,0,0,1,BlackSUV,cab2,long,66.5
2.08,23,3,5.0,0,0,1,Quickest,cab2,short,9.37
28.45,4,0,5.0,0,0,1,BlackSUV,cab1,long,65.78
5.33,8,4,5.0,1,0,3,WaitAndSave,cab2,medium,9.24
23.11,3,5,5.0,0,1,1,WaitAndSave,cab1,long,21.12
16.17,14,1,5.0,0,0,1,Quickest,cab1,long,27.23
7.15,21,4,5.0,0,0,1,Quickest,cab2,medium,15.64
21.86,16,4,5.0,0,0,1,BlackSUV,cab1,long,53.36
29.8,12,2,5.0,0,0,1,BlackSUV,cab1,long,63.72
29.79,5,0,5.0,0,0,1,Economy,cab1,long,34.61
19.87,8,0,5.0,1,0,3,WaitAndSave,cab1,long,23.09
9.67,23,4,5.0,0,0,1,Minivan,cab1,medium,23.53
4.7,22,5,5.0,0,1,1,Quickest,cab2,medium,12.55
6.48,1,5,5.0,0,1,1,Economy,cab1,medium,11.43
2.87,8,0,5.0,1,0,3,BlackSUV,cab1,short,19.22
3.65,22,3,5.0,0,0,1,Economy,cab1,medium,8.34
1.84,23,0,5.0,0,0,1,Minivan,cab2,short,11.15
20.67,19,6,5.0,1,1,3,Quickest,cab2,long,49.32
24.73,10,6,5.0,1,1,2,WaitAndSave,cab2,long,25.43
7.09,16,1,5.0,0,0,1,Minivan,cab2,medium,18.7
15.92,0,3,5.0,0,0,1,Quickest,cab2,long,25.6
14.3,13,0,5.0,0,0,1,Economy,cab1,long,19.01
23.49,15,6,5.0,0,1,1,BlackSUV,cab1,long,56.82
7.91,15,6,5.0,0,1,1,BlackSUV,cab2,medium,24.16
1.69,13,4,5.0,0,0,1,WaitAndSave,cab1,short,5.28
24.05,17,0,5.0,1,0,3,Economy,cab1,long,44.04
0.93,20,2,5.0,1,0,3,BlackSUV,cab1,short,14.93
5.29,3,3,5.0,0,0,1,Minivan,cab1,medium,15.95
16.77,14,2,5.0,0,0,1,Minivan,cab2,long,32.77
20.63,11,0,5.0,0,0,1,Minivan,cab2,long,38.94
21.06,4,0,5.0,0,0,1,Quickest,cab2,long,32.23
24.79,12,0,5.0,0,0,1,Minivan,cab2,long,45.72
11.24,20,4,5.0,1,0,3,Quickest,cab1,long,35.18
17.55,9,4,5.0,1,0,3,Economy,cab1,long,31.04
18.22,2,6,5.0,0,1,1,Economy,cab2,long,22.25
3.48,2,3,5.0,0,0,1,Economy,cab1,medium,8.41
21.1,12,5,5.0,0,1,1,BlackSUV,cab2,long,50.4
7.36,17,0,5.0,1,0,2,BlackSUV,cab2,medium,33.34
12.91,4,3,5.0,0,0,1,WaitAndSave,cab2,long,14.31
9.94,7,4,5.0,1,0,2,Minivan,cab1,medium,35.04
27.22,15,2,5.0,0,0,1,BlackSUV,cab1,long,59.38
23.07,15,4,5.0,0,0,1,BlackSUV,cab2,long,52.39
25.7,20,0,5.0,1,0,3,Quickest,cab2,long,59.77
5.03,9,3,5.0,1,0,3,Minivan,cab1,medium,25.8
4.67,11,0,5.0,0,0,1,Minivan,cab2,medium,14.45
24.89,14,0,5.0,0,0,1,Quickest,cab1,long,38.56
14.69,23,0,5.0,0,0,1,Minivan,cab1,long,30.91
16.14,5,3,5.0,0,0,1,WaitAndSave,cab1,long,16.24
21.32,21,1,5.0,0,0,1,WaitAndSave,cab2,long,19.46
8.16,12,5,5.0,0,1,1,Quickest,cab2,medium,17.32
16.87,9,0,5.0,1,0,2,Minivan,cab1,long,47.79
4.74,2,6,5.0,0,1,1,Minivan,cab1,medium,14.68
21.94,12,3,5.0,0,0,1,WaitAndSave,cab1,long,20.71
6.93,16,3,5.0,0,0,1,BlackSUV,cab1,medium,23.08
12.49,21,5,5.0,0,1,1,BlackSUV,cab1,long,34.0
17.94,7,1,5.0,1,0,2,BlackSUV,cab2,long,57.23
